order,zoho_invoice_id,zoho_net,shopify_net,delta,zoho_total,shopify_total,status
51723,3806639000017969197,0,1139.05,1139.05,1196,1139.05,large_mismatch
51722,3806639000018048148,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51720,3806639000017540998,0,1398,1398,1363.95,1398,large_mismatch
51719,3806639000017536948,0,1398,1398,1363.95,1398,large_mismatch
51718,3806639000018089105,0,1298,1298,1258.95,1298,large_mismatch
51717,3806639000018175009,0,1139.05,1139.05,1196,1139.05,large_mismatch
51716,3806639000018174035,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51715,3806639000018174026,0,1398,1398,1363.95,1398,large_mismatch
51714,3806639000017538800,0,1298,1298,1258.95,1298,large_mismatch
51713,3806639000018172038,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
51712,3806639000018122079,0,2498,2498,2622.9,2498,large_mismatch
51711,3806639000018122071,0,1139.05,1139.05,1196,1139.05,large_mismatch
51710,3806639000018122063,0,1398,1398,1363.95,1398,large_mismatch
51709,3806639000018111032,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
51708,3806639000018112087,0,1238.05,1238.05,1196,1238.05,large_mismatch
51707,3806639000017526855,0,1298,1298,1258.95,1298,large_mismatch
51706,3806639000018174018,0,2849.05,2849.05,2991.5,2849.05,large_mismatch
51705,3806639000017834450,0,1298,1298,1258.95,1298,large_mismatch
51704,3806639000017526847,0,2888.07,2888.07,2928.52,2888.07,large_mismatch
51703,3806639000017538782,0,2888.07,2888.07,2928.52,2888.07,large_mismatch
51702,3806639000018158034,0,1298,1298,1258.95,1298,large_mismatch
51701,3806639000017569872,0,1398,1398,1363.96,1398,large_mismatch
51700,3806639000018122053,0,2098,2098,2098.95,2098,large_mismatch
51699,3806639000018122044,0,1298,1298,1258.95,1298,large_mismatch
51698,3806639000017538773,0,1199,1199,1258.95,1199,large_mismatch
51697,3806639000017597873,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51696,3806639000017597864,0,1238.05,1238.05,1196,1238.05,large_mismatch
51695,3806639000018122037,0,1139.05,1139.05,1196,1139.05,large_mismatch
51694,3806639000017538737,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
51693,3806639000017597855,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51692,3806639000017569864,0,3098,3098,3148.95,3098,large_mismatch
51691,3806639000018098124,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51690,3806639000017540940,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51689,3806639000017517918,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51688,3806639000017520941,0,1139.05,1139.05,1196,1139.05,large_mismatch
51687,3806639000017834438,0,2898,2898,2938.95,2898,large_mismatch
51686,3806639000017536887,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
51684,3806639000017548989,0,1398,1398,1363.95,1398,large_mismatch
51683,3806639000017548981,0,1398,1398,1363.95,1398,large_mismatch
51682,3806639000017532990,0,1214.07,1214.07,1170.82,1214.07,large_mismatch
51681,3806639000018048088,0,2050.29,2050.29,2152.8,2050.29,large_mismatch
51680,3806639000018087088,0,1214.07,1214.07,1170.82,1214.07,large_mismatch
51679,3806639000017530755,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
51678,3806639000017530746,0,1298,1298,1258.95,1298,large_mismatch
51677,3806639000017527974,0,1139.05,1139.05,1196,1139.05,large_mismatch
51676,3806639000017520909,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
51675,3806639000017540930,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51674,3806639000017597846,0,1398,1398,1363.95,1398,large_mismatch
51673,3806639000018086090,0,1398,1398,1363.95,1398,large_mismatch
51672,3806639000018089051,0,2422.14,2422.14,2439.3,2422.14,large_mismatch
51671,3806639000018098074,0,2706.6,2706.6,2841.93,2706.6,large_mismatch
51670,3806639000018098065,0,1398,1398,1363.95,1398,large_mismatch
51669,3806639000017526791,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51668,3806639000017569834,0,2098,2098,2098.95,2098,large_mismatch
51667,3806639000018048030,0,2472.92,2472.92,2596.58,2472.92,large_mismatch
51666,3806639000018086052,0,1398,1398,1363.95,1398,large_mismatch
51665,3806639000018085062,0,1298,1298,1258.95,1298,large_mismatch
51664,3806639000017540910,0,3197,3197,3252.9,3197,large_mismatch
51663,3806639000018089040,0,2098,2098,2098.95,2098,large_mismatch
51662,3806639000018086037,0,2659.05,2659.05,2792,2659.05,large_mismatch
51661,3806639000018086028,0,1898,1898,1888.95,1898,large_mismatch
51660,3806639000017532940,0,1589.42,1589.42,1668.89,1589.42,large_mismatch
51659,3806639000017520868,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51658,3806639000017569825,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51657,3806639000017969110,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51656,3806639000018086008,0,2098,2098,2098.95,2098,large_mismatch
51655,3806639000017969101,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51654,3806639000017517879,0,2888.07,2888.07,2928.52,2888.07,large_mismatch
51653,3806639000017521940,0,2898,2898,2938.95,2898,large_mismatch
51652,3806639000017522882,0,1398,1398,1363.95,1398,large_mismatch
51651,3806639000018087001,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51650,3806639000017548960,0,1398,1398,1363.95,1398,large_mismatch
51649,3806639000017542999,0,1139.05,1139.05,1196,1139.05,large_mismatch
51648,3806639000017539897,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51647,3806639000017526745,0,2659.05,2659.05,2792,2659.05,large_mismatch
51646,3806639000017597803,0,1298,1298,1258.95,1298,large_mismatch
51645,3806639000017522857,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
51644,3806639000017521931,0,1398,1398,1363.95,1398,large_mismatch
51643,3806639000018048006,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51642,3806639000017530675,0,2659.05,2659.05,2792,2659.05,large_mismatch
51641,3806639000017549966,0,2098,2098,2098.95,2098,large_mismatch
51640,3806639000017535993,0,1298,1298,1258.95,1298,large_mismatch
51639,3806639000017525970,0,1398,1398,1363.95,1398,large_mismatch
51638,3806639000017539848,0,3893.1,3893.1,4087.76,3893.1,large_mismatch
51637,3806639000017518959,0,1139.05,1139.05,1196,1139.05,large_mismatch
51636,3806639000017538678,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51635,3806639000017526727,0,1709.05,1709.05,1794.5,1709.05,large_mismatch
51634,3806639000017539839,0,1398,1398,1363.95,1398,large_mismatch
51633,3806639000017519895,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51632,3806639000017530666,0,1139.05,1139.05,1196,1139.05,large_mismatch
51631,3806639000017517846,0,1298,1298,1258.95,1298,large_mismatch
51630,3806639000017547969,0,1154.12,1154.12,1107.88,1154.12,large_mismatch
51629,3806639000017518950,0,1298,1298,1258.95,1298,large_mismatch
51628,3806639000017547960,0,1898,1898,1888.95,1898,large_mismatch
51627,3806639000017532901,0,1398,1398,1363.95,1398,large_mismatch
51626,3806639000017530640,0,2088.33,2088.33,2192.75,2088.33,large_mismatch
51625,3806639000017834335,0,4748.1,4748.1,4985.49,4748.1,large_mismatch
51624,3806639000017525939,0,1298,1298,1258.95,1298,large_mismatch
51623,3806639000017523997,0,1398,1398,1363.95,1398,large_mismatch
51622,3806639000017597795,0,1298,1298,1258.95,1298,large_mismatch
51621,3806639000017520761,0,1139.05,1139.05,1196,1139.05,large_mismatch
51620,3806639000017528946,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51619,3806639000017549913,0,1298,1298,1258.95,1298,large_mismatch
51618,3806639000017548898,0,1139.05,1139.05,1196,1139.05,large_mismatch
51617,3806639000017520749,0,2098,2098,2098.96,2098,large_mismatch
51616,3806639000017542888,0,1772.07,1772.07,1756.72,1772.07,large_mismatch
51615,3806639000017969038,0,1398,1398,1363.95,1398,large_mismatch
51614,3806639000017520738,0,1999,1999,2098.95,1999,large_mismatch
51613,3806639000017548889,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51612,3806639000017535944,0,1139.05,1139.05,1196,1139.05,large_mismatch
51611,3806639000017523975,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51610,3806639000017527849,0,1298,1298,1258.95,1298,large_mismatch
51609,3806639000017597740,0,1709.05,1709.05,1794.51,1709.05,large_mismatch
51608,3806639000017522808,0,56.95,56.95,59.8,56.95,small_mismatch
51607,3806639000017523957,0,1298,1298,1258.95,1298,large_mismatch
51606,3806639000017527841,0,1139.05,1139.05,1196,1139.05,large_mismatch
51605,3806639000017539792,0,1398,1398,1363.95,1398,large_mismatch
51604,3806639000017540838,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
51603,3806639000017834316,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51602,3806639000017535925,0,1398,1398,1363.95,1398,large_mismatch
51601,3806639000017523950,0,1139.05,1139.05,1196,1139.05,large_mismatch
51600,3806639000017517838,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51599,3806639000017532837,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51598,3806639000017522782,0,1298,1298,1258.95,1298,large_mismatch
51597,3806639000017519841,0,1242.12,1242.12,1200.28,1242.12,large_mismatch
51596,3806639000017597729,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
51595,3806639000017526652,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
51594,3806639000017569754,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51593,3806639000017525835,0,1398,1398,1363.95,1398,large_mismatch
51592,3806639000017597720,0,1139.05,1139.05,1196,1139.05,large_mismatch
51591,3806639000017535892,0,1398,1398,1363.95,1398,large_mismatch
51590,3806639000017534883,0,1709.05,1709.05,1794.5,1709.05,large_mismatch
51589,3806639000017597711,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51588,3806639000017519796,0,1899.05,1899.05,1994,1899.05,large_mismatch
51587,3806639000017522752,0,2659.05,2659.05,2792,2659.05,large_mismatch
51586,3806639000017523888,0,2849.05,2849.05,2991.5,2849.05,large_mismatch
51585,3806639000017547952,0,3098,3098,3148.95,3098,large_mismatch
51584,3806639000017547943,0,4397,4397,4512.9,4397,large_mismatch
51583,3806639000017969029,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51582,3806639000017530580,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51581,3806639000017538594,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51580,3806639000017535839,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51579,3806639000017538581,0,2898,2898,2938.95,2898,large_mismatch
51578,3806639000017549894,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51577,3806639000017547934,0,1398,1398,1363.96,1398,large_mismatch
51576,3806639000017569662,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
51575,3806639000017523879,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51574,3806639000017540819,0,1398,1398,1363.95,1398,large_mismatch
51573,3806639000017549865,0,1298,1298,1258.96,1298,large_mismatch
51572,3806639000017534863,0,1898,1898,1888.96,1898,large_mismatch
51570,3806639000017526601,0,2098,2098,2098.95,2098,large_mismatch
51569,3806639000017544959,0,1898,1898,1888.95,1898,large_mismatch
51568,3806639000017834266,0,2943.1,2943.1,3090.26,2943.1,large_mismatch
51567,3806639000017530570,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
51566,3806639000017834257,0,1398,1398,1363.95,1398,large_mismatch
51565,3806639000017536673,0,2098,2098,2098.95,2098,large_mismatch
51564,3806639000017544951,0,1298,1298,1258.95,1298,large_mismatch
51563,3806639000017521757,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
51562,3806639000017531646,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51561,3806639000017539732,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51560,3806639000017542796,0,1998.05,1998.05,1993.99,1998.05,large_mismatch
51559,3806639000017540766,0,1398,1398,1363.95,1398,large_mismatch
51558,3806639000017525800,0,1139.05,1139.05,1196,1139.05,large_mismatch
51557,3806639000017523865,0,3426.79,3426.79,3598.13,3426.79,large_mismatch
51556,3806639000017549812,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
51555,3806639000017523856,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51554,3806639000017535830,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51553,3806639000017527732,0,2898,2898,2938.95,2898,large_mismatch
51552,3806639000017519746,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
51551,3806639000017520634,0,1398,1398,1363.95,1398,large_mismatch
51550,3806639000017523791,0,3098,3098,3148.95,3098,large_mismatch
51549,3806639000017569640,0,2898,2898,2938.95,2898,large_mismatch
51548,3806639000017542770,0,2659.05,2659.05,2792,2659.05,large_mismatch
51547,3806639000017544933,0,2849.05,2849.05,2991.5,2849.05,large_mismatch
51546,3806639000017534855,0,1398,1398,1363.95,1398,large_mismatch
51545,3806639000017520626,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51544,3806639000017538547,0,1398,1398,1363.95,1398,large_mismatch
51543,3806639000017528867,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
51542,3806639000017547834,0,1899.05,1899.05,1994,1899.05,large_mismatch
51541,3806639000017569622,0,1139.05,1139.05,1196,1139.05,large_mismatch
51540,3806639000017542761,0,1398,1398,1363.95,1398,large_mismatch
51539,3806639000017532681,0,1298,1298,1258.95,1298,large_mismatch
51538,3806639000017517675,0,1139.05,1139.05,1196,1139.05,large_mismatch
51537,3806639000017536665,0,1298,1298,1258.95,1298,large_mismatch
51536,3806639000017540705,0,132.95,132.95,139.61,132.95,large_mismatch
51535,3806639000017528856,0,1214.07,1214.07,1170.83,1214.07,large_mismatch
51534,3806639000017834208,0,1298,1298,1258.95,1298,large_mismatch
51532,3806639000017544909,0,1298,1298,1258.95,1298,large_mismatch
51531,3806639000017540678,0,2898,2898,2938.95,2898,large_mismatch
51530,3806639000017519701,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51529,3806639000017530527,0,2898,2898,2938.95,2898,large_mismatch
51528,3806639000017569613,0,1398,1398,1363.95,1398,large_mismatch
51527,3806639000017549786,0,2898,2898,2938.95,2898,large_mismatch
51526,3806639000017517662,0,2898,2898,2938.95,2898,large_mismatch
51525,3806639000017544886,0,1398,1398,1363.95,1398,large_mismatch
51524,3806639000017540669,0,1298,1298,1258.95,1298,large_mismatch
51523,3806639000017517653,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
51522,3806639000017548757,0,1298,1298,1258.95,1298,large_mismatch
51521,3806639000017526566,0,1772.07,1772.07,1756.72,1772.07,large_mismatch
51520,3806639000017540648,0,1298,1298,1258.95,1298,large_mismatch
51519,3806639000017548728,0,898,898,838.95,898,large_mismatch
51518,3806639000017540640,0,1298,1298,1258.95,1298,large_mismatch
51517,3806639000017542743,0,1139.05,1139.05,1196,1139.05,large_mismatch
51516,3806639000017532649,0,2898,2898,2938.95,2898,large_mismatch
51515,3806639000017547807,0,1898,1898,1888.96,1898,large_mismatch
51514,3806639000017542734,0,1208.07,1208.07,1268.47,1208.07,large_mismatch
51513,3806639000017540628,0,2898,2898,2938.95,2898,large_mismatch
51512,3806639000017527632,0,2898,2898,2938.95,2898,large_mismatch
51511,3806639000017532638,0,3133.1,3133.1,3289.76,3133.1,large_mismatch
51510,3806639000017526557,0,1298,1298,1258.95,1298,large_mismatch
51509,3806639000017547799,0,1139.05,1139.05,1196,1139.05,large_mismatch
51508,3806639000017522579,0,1298,1298,1258.95,1298,large_mismatch
51507,3806639000017534763,0,2943.1,2943.1,3090.26,2943.1,large_mismatch
51506,3806639000017528798,0,1298,1298,1258.95,1298,large_mismatch
51505,3806639000017523719,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51504,3806639000017549753,0,1333.05,1333.05,1295.75,1333.05,large_mismatch
51503,3806639000017535701,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51502,3806639000017544830,0,1298,1298,1258.95,1298,large_mismatch
51501,3806639000017519683,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51500,3806639000017548711,0,1709.05,1709.05,1794.51,1709.05,large_mismatch
51499,3806639000017544819,0,2648.73,2648.73,2781.17,2648.73,large_mismatch
51498,3806639000017523695,0,1898,1898,1888.95,1898,large_mismatch
51497,3806639000017535682,0,1398,1398,1363.95,1398,large_mismatch
51496,3806639000017517623,0,3133.1,3133.1,3289.74,3133.1,large_mismatch
51495,3806639000017544810,0,1048.94,1048.94,1101.39,1048.94,large_mismatch
51494,3806639000017549744,0,1898,1898,1888.95,1898,large_mismatch
51493,3806639000017532629,0,1398,1398,1363.95,1398,large_mismatch
51492,3806639000017534744,0,1298,1298,1258.95,1298,large_mismatch
51491,3806639000017542684,0,699,699,630,699,large_mismatch
51490,3806639000017538513,0,1085.96,1085.96,1140.26,1085.96,large_mismatch
51489,3806639000017547756,0,1110.65,1110.65,1166.18,1110.65,large_mismatch
51488,3806639000017540619,0,1398,1398,1363.95,1398,large_mismatch
51487,3806639000017522538,0,1298,1298,1258.95,1298,large_mismatch
51486,3806639000017535652,0,1299,1299,1363.95,1299,large_mismatch
51485,3806639000017521651,0,1398,1398,1363.95,1398,large_mismatch
51484,3806639000017519626,0,2098,2098,2098.95,2098,large_mismatch
51483,3806639000017519573,0,1298,1298,1258.95,1298,large_mismatch
51482,3806639000017517549,0,2198,2198,2203.95,2198,large_mismatch
51481,3806639000017527583,0,2659.05,2659.05,2792,2659.05,large_mismatch
51480,3806639000017549734,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
51479,3806639000017549725,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51478,3806639000017521642,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51477,3806639000017536570,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51476,3806639000017547701,0,1139.05,1139.05,1196,1139.05,large_mismatch
51475,3806639000017597353,0,2098,2098,2098.95,2098,large_mismatch
51474,3806639000017535592,0,2198,2198,2203.95,2198,large_mismatch
51473,3806639000017834022,0,1398,1398,1363.95,1398,large_mismatch
51472,3806639000017522516,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
51471,3806639000017538477,0,1139.05,1139.05,1196.01,1139.05,large_mismatch
51470,3806639000017549716,0,1139.05,1139.05,1196,1139.05,large_mismatch
51469,3806639000017525635,0,2472.92,2472.92,2596.58,2472.92,large_mismatch
51468,3806639000017521608,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
51467,3806639000017597345,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51466,3806639000017528705,0,1298,1298,1258.95,1298,large_mismatch
51465,3806639000017547661,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
51464,3806639000017525626,0,1398,1398,1363.95,1398,large_mismatch
51463,3806639000017532565,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51462,3806639000017597336,0,1298,1298,1258.95,1298,large_mismatch
51461,3806639000017530501,0,1307.07,1307.07,1268.47,1307.07,large_mismatch
51460,3806639000017544735,0,1894.35,1894.35,1989.07,1894.35,large_mismatch
51459,3806639000017544724,0,2098,2098,2098.95,2098,large_mismatch
51458,3806639000017569529,0,1139.05,1139.05,1196,1139.05,large_mismatch
51457,3806639000017547587,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
51456,3806639000017526479,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51455,3806639000017531496,0,1298,1298,1258.95,1298,large_mismatch
51454,3806639000017548594,0,1139.05,1139.05,1196,1139.05,large_mismatch
51453,3806639000017534673,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51452,3806639000017539581,0,1398,1398,1363.95,1398,large_mismatch
51451,3806639000017525608,0,1398,1398,1363.95,1398,large_mismatch
51450,3806639000017549680,0,1398,1398,1363.95,1398,large_mismatch
51449,3806639000017523620,0,1139.05,1139.05,1196,1139.05,large_mismatch
51448,3806639000017523611,0,1298,1298,1258.95,1298,large_mismatch
51447,3806639000017548585,0,1398,1398,1363.95,1398,large_mismatch
51446,3806639000017531488,0,1139.05,1139.05,1196,1139.05,large_mismatch
51445,3806639000017538443,0,3098,3098,3148.95,3098,large_mismatch
51444,3806639000017544682,0,1298,1298,1258.95,1298,large_mismatch
51443,3806639000017549615,0,2898,2898,2938.95,2898,large_mismatch
51442,3806639000017528650,0,1298,1298,1258.95,1298,large_mismatch
51441,3806639000017540571,0,2649.62,2649.62,2782.1,2649.62,large_mismatch
51440,3806639000017520518,0,1899.05,1899.05,1994.01,1899.05,large_mismatch
51439,3806639000017520510,0,1298,1298,1258.95,1298,large_mismatch
51438,3806639000017542575,0,2098,2098,2098.95,2098,large_mismatch
51437,3806639000017530492,0,3098,3098,3148.95,3098,large_mismatch
51436,3806639000017518599,0,2098,2098,2098.96,2098,large_mismatch
51435,3806639000017532535,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51434,3806639000017542566,0,1298,1298,1258.95,1298,large_mismatch
51433,3806639000017544624,0,1139.05,1139.05,1196,1139.05,large_mismatch
51432,3806639000017548562,0,5697.15,5697.15,5982.01,5697.15,large_mismatch
51431,3806639000017527493,0,1398,1398,1363.95,1398,large_mismatch
51430,3806639000017521542,0,1398,1398,1363.95,1398,large_mismatch
51429,3806639000017518590,0,1398,1398,1363.95,1398,large_mismatch
51428,3806639000017523601,0,2098,2098,2098.95,2098,large_mismatch
51427,3806639000017544615,0,1139.05,1139.05,1196,1139.05,large_mismatch
51426,3806639000017520502,0,1398,1398,1363.95,1398,large_mismatch
51425,3806639000017525537,0,1298,1298,1258.95,1298,large_mismatch
51424,3806639000017525529,0,1139.05,1139.05,1196,1139.05,large_mismatch
51423,3806639000017536510,0,1147.67,1147.67,1205.05,1147.67,large_mismatch
51422,3806639000017517479,0,2198,2198,2203.95,2198,large_mismatch
51421,3806639000017569450,0,1899.05,1899.05,1994,1899.05,large_mismatch
51420,3806639000017534648,0,1139.05,1139.05,1196,1139.05,large_mismatch
51419,3806639000017534640,0,1898,1898,1888.95,1898,large_mismatch
51418,3806639000017548551,0,2198,2198,2203.95,2198,large_mismatch
51417,3806639000017536499,0,4083.1,4083.1,4287.26,4083.1,large_mismatch
51416,3806639000017530447,0,1998.05,1998.05,1993.99,1998.05,large_mismatch
51415,3806639000017543919,0,2943.1,2943.1,3090.26,2943.1,large_mismatch
51414,3806639000017538378,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51413,3806639000017547502,0,1298,1298,1258.95,1298,large_mismatch
51412,3806639000017549566,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51411,3806639000017517460,0,1298,1298,1258.95,1298,large_mismatch
51410,3806639000017531453,0,2526.1,2526.1,2652.39,2526.1,large_mismatch
51409,3806639000017528541,0,1398,1398,1363.95,1398,large_mismatch
51408,3806639000017569424,0,1398,1398,1363.95,1398,large_mismatch
51407,3806639000017535509,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51406,3806639000017536481,0,1298,1298,1258.95,1298,large_mismatch
51405,3806639000017532460,0,1298,1298,1258.95,1298,large_mismatch
51404,3806639000017531439,0,2898,2898,2938.96,2898,large_mismatch
51403,3806639000017517452,0,1398,1398,1363.95,1398,large_mismatch
51402,3806639000017531428,0,2098,2098,2098.95,2098,large_mismatch
51401,3806639000017548502,0,4083.1,4083.1,4287.26,4083.1,large_mismatch
51400,3806639000017527477,0,1398,1398,1363.95,1398,large_mismatch
51399,3806639000017523477,0,2098,2098,2098.95,2098,large_mismatch
51398,3806639000017542445,0,2898,2898,2938.95,2898,large_mismatch
51397,3806639000017517442,0,2098,2098,2098.95,2098,large_mismatch
51396,3806639000017548493,0,1139.05,1139.05,1196,1139.05,large_mismatch
51395,3806639000017547478,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51394,3806639000017538366,0,1994.05,1994.05,2093.75,1994.05,large_mismatch
51393,3806639000017523459,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51392,3806639000017534586,0,1298,1298,1258.95,1298,large_mismatch
51391,3806639000017549533,0,1139.05,1139.05,1196,1139.05,large_mismatch
51390,3806639000017520469,0,1898,1898,1888.95,1898,large_mismatch
51389,3806639000017547465,0,1899.05,1899.05,1993.99,1899.05,large_mismatch
51388,3806639000017536474,0,1398,1398,1363.95,1398,large_mismatch
51387,3806639000017531409,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51386,3806639000017544579,0,1398,1398,1363.95,1398,large_mismatch
51385,3806639000017549524,0,1898,1898,1888.95,1898,large_mismatch
51384,3806639000017547456,0,151.95,151.95,159.55,151.95,large_mismatch
51383,3806639000017520462,0,1709.05,1709.05,1794.5,1709.05,large_mismatch
51382,3806639000017518497,0,1398,1398,1363.95,1398,large_mismatch
51381,3806639000017549512,0,2898,2898,2938.95,2898,large_mismatch
51380,3806639000017539518,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51379,3806639000017530438,0,1139.05,1139.05,1196,1139.05,large_mismatch
51378,3806639000017519455,0,2278.1,2278.1,2392.01,2278.1,large_mismatch
51377,3806639000017548451,0,1898,1898,1888.95,1898,large_mismatch
51376,3806639000017522444,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51375,3806639000017534568,0,1172.35,1172.35,1230.97,1172.35,large_mismatch
51374,3806639000017519439,0,2260.19,2260.19,2373.21,2260.19,large_mismatch
51373,3806639000017540440,0,1398,1398,1363.95,1398,large_mismatch
51372,3806639000017528508,0,1709.05,1709.05,1794.5,1709.05,large_mismatch
51371,3806639000017542388,0,1139.05,1139.05,1196,1139.05,large_mismatch
51370,3806639000017528454,0,1398,1398,1363.95,1398,large_mismatch
51369,3806639000017525439,0,2898,2898,2938.95,2898,large_mismatch
51368,3806639000017536438,0,1398,1398,1363.95,1398,large_mismatch
51367,3806639000017525430,0,1398,1398,1363.95,1398,large_mismatch
51366,3806639000017528442,0,2898,2898,2938.95,2898,large_mismatch
51365,3806639000017517392,0,1398,1398,1363.95,1398,large_mismatch
51364,3806639000017521427,0,1398,1398,1363.96,1398,large_mismatch
51363,3806639000017540428,0,2898,2898,2938.95,2898,large_mismatch
51362,3806639000017521418,0,1398,1398,1363.96,1398,large_mismatch
51361,3806639000017534546,0,1025.15,1025.15,1076.41,1025.15,large_mismatch
51360,3806639000017528418,0,1398,1398,1363.96,1398,large_mismatch
51359,3806639000017517384,0,1059.32,1059.32,1112.29,1059.32,large_mismatch
51358,3806639000017549426,0,1298,1298,1258.96,1298,large_mismatch
51357,3806639000017528387,0,1298,1298,1258.95,1298,large_mismatch
51356,3806639000017521411,0,1398,1398,1363.95,1398,large_mismatch
51355,3806639000017521403,0,1139.05,1139.05,1196,1139.05,large_mismatch
51354,3806639000017569346,0,1082.1,1082.1,1136.21,1082.1,large_mismatch
51353,3806639000017530419,0,1299,1299,1363.95,1299,large_mismatch
51352,3806639000017543841,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51351,3806639000017527380,0,2098,2098,2098.95,2098,large_mismatch
51349,3806639000017536418,0,2098,2098,2098.95,2098,large_mismatch
51350,3806639000017539450,0,1208.07,1208.07,1268.47,1208.07,large_mismatch
51348,3806639000017543831,0,1298,1298,1258.96,1298,large_mismatch
51347,3806639000017531349,0,1199,1199,1258.95,1199,large_mismatch
51346,3806639000017521395,0,1898,1898,1888.95,1898,large_mismatch
51345,3806639000017539432,0,1298,1298,1258.95,1298,large_mismatch
51344,3806639000017528362,0,2373.1,2373.1,2491.76,2373.1,large_mismatch
51343,3806639000017523366,0,1139.05,1139.05,1196,1139.05,large_mismatch
51342,3806639000017597141,0,1234.05,1234.05,1295.75,1234.05,large_mismatch
51341,3806639000017520393,0,3097,3097,3147.9,3097,large_mismatch
